PriceUnformatted,FullAddress,Street,City,State,Zipcode,Bedroom#,Bathroom#,Area(sqft),PriceGroup,GroupMedianPrice
370129,"12003 Fletching Stone Ln, Houston, TX 77044",12003 Fletching Stone Ln,Houston,TX,77044,4.0,3.0,2280.0,Medium,358000.0
269000,"8614 Doskocil Dr, Houston, TX 77044",8614 Doskocil Dr,Houston,TX,77044,4.0,3.0,2460.0,Medium,358000.0
448985,"14523 Mountain Cliff Ln, Houston, TX 77044",14523 Mountain Cliff Ln,Houston,TX,77044,4.0,4.0,3382.0,Medium,358000.0
275000,"12915 Hunters Field Ln, Houston, TX 77044",12915 Hunters Field Ln,Houston,TX,77044,3.0,3.0,2071.0,Medium,358000.0
384878,"15231 Faushard Ln, Houston, TX 77044",15231 Faushard Ln,Houston,TX,77044,4.0,3.0,2280.0,Medium,358000.0
393670,"11127 Snapdragon Field Dr, Houston, TX 77044",11127 Snapdragon Field Dr,Houston,TX,77044,4.0,4.0,2719.0,Medium,358000.0
485000,"14302 Hartshill Dr, Houston, TX 77044",14302 Hartshill Dr,Houston,TX,77044,4.0,4.0,3700.0,Medium,358000.0
175000,"13146 Crystal Cove Dr, Houston, TX 77044",13146 Crystal Cove Dr,Houston,TX,77044,2.0,2.0,1084.0,Medium,358000.0
345000,"13519 Smith Lake Ln, Houston, TX 77044",13519 Smith Lake Ln,Houston,TX,77044,4.0,3.0,2496.0,Medium,358000.0
179900,"3706 Goulburn Dr, Houston, TX 77045",3706 Goulburn Dr,Houston,TX,77045,4.0,3.0,2090.0,Medium,358000.0
285000,"4607 Campeche Dr, Houston, TX 77045",4607 Campeche Dr,Houston,TX,77045,4.0,3.0,2064.0,Medium,358000.0
245000,"4323 Trafalgar Dr, Houston, TX 77045",4323 Trafalgar Dr,Houston,TX,77045,3.0,2.0,2074.0,Medium,358000.0
240000,"14507 Little St, Houston, TX 77045",14507 Little St,Houston,TX,77045,4.0,3.0,1653.0,Medium,358000.0
239000,"4023 Cloverbrook Dr, Houston, TX 77045",4023 Cloverbrook Dr,Houston,TX,77045,3.0,2.0,1248.0,Medium,358000.0
339000,"3915 Tidewater Dr, Houston, TX 77045",3915 Tidewater Dr,Houston,TX,77045,4.0,3.0,2886.0,Medium,358000.0
399900,"9603 Knights Station Dr, Houston, TX 77045",9603 Knights Station Dr,Houston,TX,77045,4.0,4.0,2128.0,Medium,358000.0
399900,"9674 Knight Rd, Houston, TX 77045",9674 Knight Rd,Houston,TX,77045,3.0,4.0,1964.0,Medium,358000.0
230000,"2926 Knotty Oaks Trl, Houston, TX 77045",2926 Knotty Oaks Trl,Houston,TX,77045,3.0,2.0,1511.0,Medium,358000.0
399900,"9435 London Bridge Sta, Houston, TX 77045",9435 London Bridge Sta,Houston,TX,77045,3.0,4.0,2168.0,Medium,358000.0
218000,"14526 Littleford St, Houston, TX 77045",14526 Littleford St,Houston,TX,77045,3.0,2.0,1012.0,Medium,358000.0
219000,"2811 Knotty Oaks Trl, Houston, TX 77045",2811 Knotty Oaks Trl,Houston,TX,77045,4.0,2.0,1350.0,Medium,358000.0
240000,"3222 Woodkerr St, Houston, TX 77045",3222 Woodkerr St,Houston,TX,77045,3.0,3.0,1664.0,Medium,358000.0
285000,"4010 Brookston St, Houston, TX 77045",4010 Brookston St,Houston,TX,77045,3.0,2.0,2232.0,Medium,358000.0
245000,"4407 Grapevine St, Houston, TX 77045",4407 Grapevine St,Houston,TX,77045,3.0,2.0,1621.0,Medium,358000.0
998000,"13117 Player St, Houston, TX 77045",13117 Player St,Houston,TX,77045,4.0,3.0,2210.0,Medium,358000.0
332000,"4419 Abaco Ln, Houston, TX 77045",4419 Abaco Ln,Houston,TX,77045,4.0,3.0,1841.0,Medium,358000.0
310000,"14413 Quention Dr, Houston, TX 77045",14413 Quention Dr,Houston,TX,77045,3.0,2.0,1937.0,Medium,358000.0
130000,"2802 Knotty Oaks Trl, Houston, TX 77045",2802 Knotty Oaks Trl,Houston,TX,77045,3.0,1.0,1018.0,Medium,358000.0
224000,"3807 Ripplebrook Dr, Houston, TX 77045",3807 Ripplebrook Dr,Houston,TX,77045,4.0,2.0,1488.0,Medium,358000.0
394000,"4006 Saint Peter Ln, Houston, TX 77045",4006 Saint Peter Ln,Houston,TX,77045,3.0,3.0,1800.0,Medium,358000.0
320000,"2047 Fannin Sta N, Houston, TX 77045",2047 Fannin Sta N,Houston,TX,77045,2.0,3.0,1473.0,Medium,358000.0
230000,"13607 Sunrose Ln, Houston, TX 77045",13607 Sunrose Ln,Houston,TX,77045,3.0,2.0,1484.0,Medium,358000.0
319900,"14023 Inland Hill St, Houston, TX 77045",14023 Inland Hill St,Houston,TX,77045,3.0,2.0,1744.0,Medium,358000.0
327399,"4007 Cusco Ln, Houston, TX 77045",4007 Cusco Ln,Houston,TX,77045,3.0,3.0,1746.0,Medium,358000.0
189998,"3418 Angel Ln, Houston, TX 77045",3418 Angel Ln,Houston,TX,77045,3.0,1.0,1050.0,Medium,358000.0
297479,"4026 San Andres Ln, Houston, TX 77045",4026 San Andres Ln,Houston,TX,77045,3.0,3.0,1630.0,Medium,358000.0
380000,"4421 Abaco Ln, Houston, TX 77045",4421 Abaco Ln,Houston,TX,77045,3.0,3.0,1902.0,Medium,358000.0
214000,"3702 Brookfield Dr, Houston, TX 77045",3702 Brookfield Dr,Houston,TX,77045,3.0,2.0,1345.0,Medium,358000.0
249000,"14459 Moreno Ave, Houston, TX 77045",14459 Moreno Ave,Houston,TX,77045,3.0,2.0,1754.0,Medium,358000.0
355000,"4408 Santorini Ln, Houston, TX 77045",4408 Santorini Ln,Houston,TX,77045,3.0,3.0,1700.0,Medium,358000.0
265000,"4746 Tidewater Dr, Houston, TX 77045",4746 Tidewater Dr,Houston,TX,77045,3.0,2.0,1483.0,Medium,358000.0
380000,"4413 Abaco Ln, Houston, TX 77045",4413 Abaco Ln,Houston,TX,77045,3.0,3.0,1902.0,Medium,358000.0
398000,"4012 Saint Peter Ln, Houston, TX 77045",4012 Saint Peter Ln,Houston,TX,77045,3.0,3.0,1800.0,Medium,358000.0
199900,"3343 Boynton Dr, Houston, TX 77045",3343 Boynton Dr,Houston,TX,77045,3.0,2.0,1064.0,Medium,358000.0
240000,"3903 Darlinghurst Dr, Houston, TX 77045",3903 Darlinghurst Dr,Houston,TX,77045,5.0,2.0,2275.0,Medium,358000.0
365000,"4018 Boho Ln, Houston, TX 77045",4018 Boho Ln,Houston,TX,77045,3.0,3.0,1637.0,Medium,358000.0
349000,"12250 Kirkgard Dr, Houston, TX 77045",12250 Kirkgard Dr,Houston,TX,77045,3.0,4.0,1697.0,Medium,358000.0
303818,"4021 Baja Ln, Houston, TX 77045",4021 Baja Ln,Houston,TX,77045,3.0,3.0,1630.0,Medium,358000.0
199500,"3838 Heatherbloom Dr, Houston, TX 77045",3838 Heatherbloom Dr,Houston,TX,77045,3.0,2.0,1860.0,Medium,358000.0
325320,"4025 Baja Ln, Houston, TX 77045",4025 Baja Ln,Houston,TX,77045,4.0,3.0,1802.0,Medium,358000.0
1000000,"Custom Design 15218 Plan, Houston Office","Custom Design 15218 Plan, Houston Office",Houston,TX,77043,5.0,6.0,5580.0,High,519990.0
189000,"11002 Hammerly Blvd APT 195, Houston, TX 77043",11002 Hammerly Blvd APT 195,Houston,TX,77043,2.0,3.0,1266.0,High,519990.0
305000,"2414 Manila Ln, Houston, TX 77043",2414 Manila Ln,Houston,TX,77043,3.0,2.0,1550.0,High,519990.0
600000,"2918 Manila Ln, Houston, TX 77043",2918 Manila Ln,Houston,TX,77043,4.0,4.0,2685.0,High,519990.0
399900,"11410 Valley Spring Dr, Houston, TX 77043",11410 Valley Spring Dr,Houston,TX,77043,4.0,3.0,2346.0,High,519990.0
528000,"1931 Shadowdale Dr, Houston, TX 77043",1931 Shadowdale Dr,Houston,TX,77043,4.0,2.0,2401.0,High,519990.0
145000,"1701 Upland Dr APT 196, Houston, TX 77043",1701 Upland Dr APT 196,Houston,TX,77043,2.0,3.0,1140.0,High,519990.0
245000,"10129 Beekman Place Dr, Houston, TX 77043",10129 Beekman Place Dr,Houston,TX,77043,3.0,3.0,1794.0,High,519990.0
289990,"10917 Fullerton Dr, Houston, TX 77043",10917 Fullerton Dr,Houston,TX,77043,3.0,2.0,1173.0,High,519990.0
620000,"2918 Durban Dr, Houston, TX 77043",2918 Durban Dr,Houston,TX,77043,4.0,3.0,2904.0,High,519990.0
159000,"235 W Tri Oaks Ln APT 235, Houston, TX 77043",235 W Tri Oaks Ln APT 235,Houston,TX,77043,2.0,2.0,828.0,High,519990.0
309000,"10910 Fullerton Dr, Houston, TX 77043",10910 Fullerton Dr,Houston,TX,77043,3.0,2.0,1224.0,High,519990.0
574000,"11414 Pecan Creek Dr, Houston, TX 77043",11414 Pecan Creek Dr,Houston,TX,77043,3.0,2.0,2350.0,High,519990.0
629999,"11211 Timberline Rd, Houston, TX 77043",11211 Timberline Rd,Houston,TX,77043,4.0,3.0,2243.0,High,519990.0
419000,"11012 Clover Hollow Ln, Houston, TX 77043",11012 Clover Hollow Ln,Houston,TX,77043,3.0,4.0,2231.0,High,519990.0
485000,"10419 Westray St, Houston, TX 77043",10419 Westray St,Houston,TX,77043,3.0,2.0,1808.0,High,519990.0
380000,"1908 Upland Dr, Houston, TX 77043",1908 Upland Dr,Houston,TX,77043,3.0,2.0,2652.0,High,519990.0
429000,"1810 Shadow Bend Dr, Houston, TX 77043",1810 Shadow Bend Dr,Houston,TX,77043,3.0,2.0,1855.0,High,519990.0
350000,"2046 Western Village Ln, Houston, TX 77043",2046 Western Village Ln,Houston,TX,77043,3.0,2.0,1635.0,High,519990.0
725000,"1339 Heathwick Ln, Houston, TX 77043",1339 Heathwick Ln,Houston,TX,77043,4.0,4.0,3333.0,High,519990.0
749000,"10202 Raritan Dr, Houston, TX 77043",10202 Raritan Dr,Houston,TX,77043,5.0,3.0,3200.0,High,519990.0
579000,"2807 Quincannon Ln, Houston, TX 77043",2807 Quincannon Ln,Houston,TX,77043,3.0,2.0,2179.0,High,519990.0
479000,"10647 Hazelhurst Dr, Houston, TX 77043",10647 Hazelhurst Dr,Houston,TX,77043,4.0,3.0,2578.0,High,519990.0
549000,"10937 Keaton Landing Dr, Houston, TX 77043",10937 Keaton Landing Dr,Houston,TX,77043,4.0,4.0,2431.0,High,519990.0
463000,"2203 Wycliffe Dr, Houston, TX 77043",2203 Wycliffe Dr,Houston,TX,77043,3.0,2.0,1898.0,High,519990.0
475000,"11210 Ash Creek Dr, Houston, TX 77043",11210 Ash Creek Dr,Houston,TX,77043,4.0,3.0,3127.0,High,519990.0
218000,"10494 Hammerly Blvd #84, Houston, TX 77043",10494 Hammerly Blvd #84,Houston,TX,77043,3.0,3.0,1846.0,High,519990.0
490000,"2019 Shadow Bend Dr, Houston, TX 77043",2019 Shadow Bend Dr,Houston,TX,77043,5.0,2.0,2514.0,High,519990.0
515000,"2834 Shadowdale Dr, Houston, TX 77043",2834 Shadowdale Dr,Houston,TX,77043,4.0,3.0,2121.0,High,519990.0
220000,"2366 Triway Ln #159, Houston, TX 77043",2366 Triway Ln #159,Houston,TX,77043,3.0,3.0,1846.0,High,519990.0
455000,"1919 Shadowdale Dr, Houston, TX 77043",1919 Shadowdale Dr,Houston,TX,77043,4.0,2.0,2355.0,High,519990.0
565000,"3023 Kevin Ln, Houston, TX 77043",3023 Kevin Ln,Houston,TX,77043,4.0,2.0,2159.0,High,519990.0
99900,"1220 Shadowdale Dr APT 12, Houston, TX 77043",1220 Shadowdale Dr APT 12,Houston,TX,77043,2.0,2.0,822.0,High,519990.0
1600000,"10403 Shadow Oaks Dr, Houston, TX 77043",10403 Shadow Oaks Dr,Houston,TX,77043,3.0,2.0,12784.0,High,519990.0
510000,"1422 Wisterwood Dr, Houston, TX 77043",1422 Wisterwood Dr,Houston,TX,77043,3.0,2.0,1770.0,High,519990.0
619000,"2919 Durban Dr, Houston, TX 77043",2919 Durban Dr,Houston,TX,77043,4.0,3.0,2587.0,High,519990.0
349000,"11823 S Fairhollow Ln, Houston, TX 77043",11823 S Fairhollow Ln,Houston,TX,77043,4.0,2.0,2015.0,High,519990.0
560000,"2723 Fontana Dr, Houston, TX 77043",2723 Fontana Dr,Houston,TX,77043,4.0,3.0,2806.0,High,519990.0
199800,"11002 Hammerly Blvd APT 119, Houston, TX 77043",11002 Hammerly Blvd APT 119,Houston,TX,77043,4.0,3.0,1686.0,High,519990.0
459900,"2814 Shadowdale Dr, Houston, TX 77043",2814 Shadowdale Dr,Houston,TX,77043,3.0,2.0,2344.0,High,519990.0
620000,"2934 Kevin Ln, Houston, TX 77043",2934 Kevin Ln,Houston,TX,77043,4.0,3.0,2595.0,High,519990.0
165000,"9809 Richmond Ave UNIT B13, Houston, TX 77042",9809 Richmond Ave UNIT B13,Houston,TX,77042,2.0,2.0,1494.0,Low,246100.0
134500,"10811 Richmond Ave APT 50, Houston, TX 77042",10811 Richmond Ave APT 50,Houston,TX,77042,2.0,2.0,1068.0,Low,246100.0
12500000,"6 W Rivercrest Dr, Houston, TX 77042",6 W Rivercrest Dr,Houston,TX,77042,7.0,14.0,23526.0,Low,246100.0
129900,"3085 Walnut Bend Ln APT 32, Houston, TX 77042",3085 Walnut Bend Ln APT 32,Houston,TX,77042,3.0,2.0,1167.0,Low,246100.0
519000,"11003 Holly Springs Dr, Houston, TX 77042",11003 Holly Springs Dr,Houston,TX,77042,4.0,3.0,2465.0,Low,246100.0
165000,"1515 Sandy Springs Rd #2303, Houston, TX 77042",1515 Sandy Springs Rd #2303,Houston,TX,77042,2.0,2.0,1117.0,Low,246100.0
128000,"10615 Briar Forest Dr APT 103, Houston, TX 77042",10615 Briar Forest Dr APT 103,Houston,TX,77042,1.0,2.0,922.0,Low,246100.0
549000,"10819 Tupper Lake Dr, Houston, TX 77042",10819 Tupper Lake Dr,Houston,TX,77042,5.0,4.0,2943.0,Low,246100.0
575000,"10726 Sugar Hill Dr, Houston, TX 77042",10726 Sugar Hill Dr,Houston,TX,77042,4.0,3.0,2369.0,Low,246100.0
6000000,"8 E Rivercrest Dr, Houston, TX 77042",8 E Rivercrest Dr,Houston,TX,77042,5.0,8.0,8979.0,Low,246100.0
479000,"10806 Tupper Lake Dr, Houston, TX 77042",10806 Tupper Lake Dr,Houston,TX,77042,4.0,3.0,2499.0,Low,246100.0
499900,"10342 Chevy Chase Dr, Houston, TX 77042",10342 Chevy Chase Dr,Houston,TX,77042,3.0,3.0,2463.0,Low,246100.0
7500000,"15 E Rivercrest Dr, Houston, TX 77042",15 E Rivercrest Dr,Houston,TX,77042,5.0,8.0,11008.0,Low,246100.0
3990000,"15 W Rivercrest Dr, Houston, TX 77042",15 W Rivercrest Dr,Houston,TX,77042,5.0,5.0,6637.0,Low,246100.0
279500,"11225 Forked Bough Dr, Houston, TX 77042",11225 Forked Bough Dr,Houston,TX,77042,3.0,2.0,1594.0,Low,246100.0
439000,"10626 Overbrook Ln, Houston, TX 77042",10626 Overbrook Ln,Houston,TX,77042,3.0,2.0,1604.0,Low,246100.0
1650000,"10038 Briar Dr, Houston, TX 77042",10038 Briar Dr,Houston,TX,77042,4.0,4.0,3908.0,Low,246100.0
359000,"11255 Riverview Way, Houston, TX 77042",11255 Riverview Way,Houston,TX,77042,3.0,3.0,2346.0,Low,246100.0
799000,"10726 Tupper Lake Dr, Houston, TX 77042",10726 Tupper Lake Dr,Houston,TX,77042,5.0,4.0,2808.0,Low,246100.0
547500,"10703 Riverview Dr, Houston, TX 77042",10703 Riverview Dr,Houston,TX,77042,4.0,3.0,2725.0,Low,246100.0
120000,"10855 Meadowglen Ln APT 1131, Houston, TX 77042",10855 Meadowglen Ln APT 1131,Houston,TX,77042,2.0,2.0,951.0,Low,246100.0
570000,"2211 Blue Willow Dr, Houston, TX 77042",2211 Blue Willow Dr,Houston,TX,77042,3.0,3.0,2557.0,Low,246100.0
4680000,"728 Crestbend Dr, Houston, TX 77042",728 Crestbend Dr,Houston,TX,77042,4.0,5.0,7116.0,Low,246100.0
650000,"10019 Lynbrook Dr, Houston, TX 77042",10019 Lynbrook Dr,Houston,TX,77042,4.0,4.0,2168.0,Low,246100.0
620000,"10707 Inwood Dr, Houston, TX 77042",10707 Inwood Dr,Houston,TX,77042,4.0,3.0,2524.0,Low,246100.0
495000,"3631 Fallen Palms Ct, Houston, TX 77042",3631 Fallen Palms Ct,Houston,TX,77042,4.0,4.0,3112.0,Low,246100.0
704000,"10227 Del Monte Dr, Houston, TX 77042",10227 Del Monte Dr,Houston,TX,77042,4.0,4.0,2409.0,Low,246100.0
189999,"9800 Pagewood Ln APT 2106, Houston, TX 77042",9800 Pagewood Ln APT 2106,Houston,TX,77042,2.0,3.0,1520.0,Low,246100.0
1675000,"206 Walnut Bend Ln, Houston, TX 77042",206 Walnut Bend Ln,Houston,TX,77042,4.0,4.0,4446.0,Low,246100.0
399000,"1202 Walnut Bend Ln, Houston, TX 77042",1202 Walnut Bend Ln,Houston,TX,77042,4.0,3.0,2120.0,Low,246100.0
800000,"10039 Locke Ln, Houston, TX 77042",10039 Locke Ln,Houston,TX,77042,4.0,5.0,2902.0,Low,246100.0
629000,"10811 Cranbrook Rd, Houston, TX 77042",10811 Cranbrook Rd,Houston,TX,77042,5.0,4.0,2872.0,Low,246100.0
129371,"10811 Richmond Ave APT 63, Houston, TX 77042",10811 Richmond Ave APT 63,Houston,TX,77042,2.0,2.0,1068.0,Low,246100.0
679000,"10618 Candlewood Dr, Houston, TX 77042",10618 Candlewood Dr,Houston,TX,77042,4.0,3.0,2332.0,Low,246100.0
879000,"10006 Candlewood Dr, Houston, TX 77042",10006 Candlewood Dr,Houston,TX,77042,4.0,3.0,2573.0,Low,246100.0
185000,"9850 Pagewood Ln APT 905, Houston, TX 77042",9850 Pagewood Ln APT 905,Houston,TX,77042,2.0,3.0,1520.0,Low,246100.0
549750,"10903 Tupper Lake Dr, Houston, TX 77042",10903 Tupper Lake Dr,Houston,TX,77042,4.0,3.0,2774.0,Low,246100.0
465000,"10731 Olympia Dr, Houston, TX 77042",10731 Olympia Dr,Houston,TX,77042,3.0,2.0,2297.0,Low,246100.0
634999,"11003 Cranbrook Rd, Houston, TX 77042",11003 Cranbrook Rd,Houston,TX,77042,5.0,4.0,3008.0,Low,246100.0
124900,"3085 Walnut Bend Ln APT 36, Houston, TX 77042",3085 Walnut Bend Ln APT 36,Houston,TX,77042,3.0,2.0,1167.0,Low,246100.0
500000,"10903 Holly Springs Dr, Houston, TX 77042",10903 Holly Springs Dr,Houston,TX,77042,4.0,3.0,2330.0,Low,246100.0
324999,"10522 Randolph St, Houston, TX 77075",10522 Randolph St,Houston,TX,77075,4.0,4.0,3040.0,Medium,358000.0
555000,"8102 Lanham Ln #B, Houston, TX 77075",8102 Lanham Ln #B,Houston,TX,77075,4.0,5.0,2788.0,Medium,358000.0
309990,"9139 Blackhawk Blvd, Houston, TX 77075",9139 Blackhawk Blvd,Houston,TX,77075,5.0,3.0,2736.0,Medium,358000.0
244900,"9450 Gulf Bridge St, Houston, TX 77075",9450 Gulf Bridge St,Houston,TX,77075,4.0,2.0,1493.0,Medium,358000.0
304990,"7023 Hobby Wind Ridge Dr, Houston, TX 77075",7023 Hobby Wind Ridge Dr,Houston,TX,77075,4.0,3.0,2068.0,Medium,358000.0
269900,"10831 Heathercliff Ln, Houston, TX 77075",10831 Heathercliff Ln,Houston,TX,77075,4.0,3.0,1915.0,Medium,358000.0
445000,"8936 Dirby St, Houston, TX 77075",8936 Dirby St,Houston,TX,77075,8.0,4.0,2978.0,Medium,358000.0
290000,"10410 Stover St, Houston, TX 77075",10410 Stover St,Houston,TX,77075,4.0,3.0,2254.0,Medium,358000.0
277500,"8217 Winthrop St, Houston, TX 77075",8217 Winthrop St,Houston,TX,77075,3.0,2.0,1540.0,Medium,358000.0
220000,"9231 Kingsflower Cir, Houston, TX 77075",9231 Kingsflower Cir,Houston,TX,77075,3.0,3.0,1285.0,Medium,358000.0
229900,"8815 Conger St, Houston, TX 77075",8815 Conger St,Houston,TX,77075,4.0,2.0,1550.0,Medium,358000.0
275000,"8319 Springtime Ln, Houston, TX 77075",8319 Springtime Ln,Houston,TX,77075,3.0,2.0,1564.0,Medium,358000.0
247000,"9918 Caffrey St, Houston, TX 77075",9918 Caffrey St,Houston,TX,77075,3.0,2.0,1332.0,Medium,358000.0
199000,"9303 Kingsflower Cir, Houston, TX 77075",9303 Kingsflower Cir,Houston,TX,77075,3.0,3.0,1507.0,Medium,358000.0
299999,"10307 Collin Park, Houston, TX 77075",10307 Collin Park,Houston,TX,77075,3.0,3.0,2143.0,Medium,358000.0
234900,"9922 Caffrey St, Houston, TX 77075",9922 Caffrey St,Houston,TX,77075,4.0,2.0,1330.0,Medium,358000.0
599000,"9406 Intervale St, Houston, TX 77075",9406 Intervale St,Houston,TX,77075,2.0,1.0,3456.0,Medium,358000.0
629000,"8120 Gulick Ln, Houston, TX 77075",8120 Gulick Ln,Houston,TX,77075,4.0,4.0,3715.0,Medium,358000.0
296999,"8410 Saylynn Ln, Houston, TX 77075",8410 Saylynn Ln,Houston,TX,77075,3.0,3.0,2835.0,Medium,358000.0
254900,"8414 Gulfwood Ln, Houston, TX 77075",8414 Gulfwood Ln,Houston,TX,77075,3.0,2.0,1511.0,Medium,358000.0
310000,"10705 Fairview Landing Dr, Houston, TX 77075",10705 Fairview Landing Dr,Houston,TX,77075,4.0,3.0,2138.0,Medium,358000.0
365000,"9011 N Jewel Bend Ln, Houston, TX 77075",9011 N Jewel Bend Ln,Houston,TX,77075,3.0,2.0,1984.0,Medium,358000.0
330000,"8409 Swiftwater Ln, Houston, TX 77075",8409 Swiftwater Ln,Houston,TX,77075,3.0,3.0,3173.0,Medium,358000.0
235000,"8802 Klondike St, Houston, TX 77075",8802 Klondike St,Houston,TX,77075,3.0,2.0,1484.0,Medium,358000.0
206000,"10805 Stover St, Houston, TX 77075",10805 Stover St,Houston,TX,77075,3.0,1.0,1334.0,Medium,358000.0
199900,"9011 Ledge St, Houston, TX 77075",9011 Ledge St,Houston,TX,77075,3.0,2.0,1288.0,Medium,358000.0
287000,"8336 Wayfarer Ln, Houston, TX 77075",8336 Wayfarer Ln,Houston,TX,77075,3.0,2.0,1420.0,Medium,358000.0
235000,"10211 Quiet Valley Ln, Houston, TX 77075",10211 Quiet Valley Ln,Houston,TX,77075,3.0,2.0,1568.0,Medium,358000.0
299000,"8303 Jet Pilot St, Houston, TX 77075",8303 Jet Pilot St,Houston,TX,77075,4.0,2.0,2007.0,Medium,358000.0
349990,"6902 Forbes Run Dr, Houston, TX 77075",6902 Forbes Run Dr,Houston,TX,77075,3.0,3.0,2300.0,Medium,358000.0
289990,"9226 Delmont Park Ln, Houston, TX 77075",9226 Delmont Park Ln,Houston,TX,77075,3.0,2.0,1877.0,Medium,358000.0
350000,"8214 Peekskill Ln, Houston, TX 77075",8214 Peekskill Ln,Houston,TX,77075,3.0,2.0,1440.0,Medium,358000.0
